"id","text","score","imdbid"
"5144","Lacking any equivalent to the Sadean excess of Ellis's prose, it is also further evacuated of purpose.","50","144084"
"5145","At least Dennis Hopper plays the bad guy with wildness and wit. Costner's stolid hero seems a washout by comparison.","50","114898"
"5146","Like ""An Officer and a Gentleman"", Top Gun travels a cramped emotional range. The characters don't really change, but have plot devices imposed on them. Unlike its template, however, Top Gun does have a payoff: Maverick and his pals do a lot of flying, and many of the aerial scenes are impressive. [16 May 1986, p.6]","50","92099"
"5147","Pet Sematary finesses some of the bumpy narrative moments from the original, but where it forges its own path is in rewriting Ellie's story. This is initially intriguing, but it ultimately reveals itself to be the less original choice, relying on horror archetypes and tropes we've seen before.","50","837563"
"5148","Meyer's screenplay has been called unsuccessful, and I agree; but, without glossing some bumps that are his doing, I'd say that in this case the trouble with the screen adaptation is the novel.","50","308383"
"5149","Hero claims to be a gentle, playful parody of the action/adventure genre, but comes off as a mercenary attempt to cash in on summer movie-going habits.","50","107362"
"5150","Ultimately, frustration and fatigue prevail over the film’s intellectual acuity and political insight; neither is any true emotion ever forthcoming. This is odd and disappointing.","50","385887"
"5151","If one of its points is to show that underused thirtyish actresses still are attractive, it succeeds with Leigh and Cates -- and Jennifer Beals, who also provides a flashback feeling playing Cummings' ex-squeeze.","50","254099"
"5152","Effects work is slick, and Goddard keeps his foot on the accelerator with help from David Julyan's suspense-building score. It's just too bad the movie is never much more than a hollow exercise in self-reflexive cleverness that's not nearly as ingenious as it seems to think.","50","1259521"
"5153","Though The Conjuring claims to be based on a true story, in truth it's based on every horror film that's come before it.","50","1457767"
"5154","When Ross gets serious and grasps for allegorical import, Pleasantville bogs down in mixed ambitions.","50","120789"
"5155","As slasher movies go, Halloween II is far from the bottom of the barrel, but, given its pedigree, one has a right to expect a higher degree of quality that what is delivered.","50","82495"
"5156","The Oxford theory is ridiculous, yet the filmmakers go all the way with it, producing endless scenes of indecipherable court intrigue in dark, smoky rooms, and a fashion show of ruffs, farthingales, and halberds. The more far-fetched the idea, it seems, the more strenuous the effort to pass it off as authentic.","50","1521197"
"5157","It succeeds only fitfully. Toggling between Stark's impish goatee and Iron Man's full-metal body condom, and amid so many generic fireballs, kill shots and earsplitting thumps, bumps and crunches, the film finally collapses under its own weight.","50","371746"
"5158","So, there you have it, a bad good movie, or a good bad movie, but a very decent Jennifer Lopez movie.","50","2126357"
"5159","It's whenever the music stops that the movie runs into trouble.","50","458522"
"5160","Elaborately conceived from a visual standpoint, Ridley Scott's first sci-fier in the three decades since ""Blade Runner"" remains earthbound in narrative terms, forever hinting at the existence of a higher intelligence without evincing much of its own.","50","1446714"
"5161","Because Spielberg seems as eager as Wade to get back to the digital fantasy world he’s created, a lot of the human element is elided or glossed over.","50","1677720"
"5162","The result is not the train wreck one might anticipate from surfing the Net. The catfights, overacting and Berry's swagger in a skimpy, tight, leather outfit that would be right at home at a Hookers Ball make for campy fun.","50","327554"
"5163","All is Lost is more fun to think about than it is to actually watch: It’s a testament to a great actor, an experimental piece of cinema and a bit of a bore.","50","2017038"
"5164","By treating Kevin's evil as a mystery to be solved, Ramsay only succeeds in making what was once allusive banal.","50","1242460"
"5165","Tubman’s case to be on the $20 bill, as a heroine straight out of American myth, is made, a brave Christian woman sprinting down the path of the righteous. Harriet stumbles when it makes her more prophetic and less a woman of action than she was.","50","4648786"
"5166","The movie might work better if the psychological puzzle tucked inside it were more engaging or surprising. But as the pieces fall into place, in a clunky resolution, the story turns as flat as the screens that contain it.","50","7668870"
"5167","Much of the action seems more like warmed-over Quentin Tarantino than first-rate Steven Soderbergh.","50","120780"
"5168","“Caution: Contents may induce brain bleed.” That is, if you think too hard on the logic and mechanics of its time-travel conceit.","50","452694"
"5169","With Manhunter, there seems to be some danger that style has overrun content, leaving behind a vast, chic, well-cast wasteland. [15 Aug 1986]","50","91474"
"5170","Adds more cosmic cliff-hangers than it resolves, and it's not as satisfying as the original. A star war can be an exhausting bit of business, especially when, in the end, it turns out to be something of a cheat.","50","80684"
"5171","Badly dated and clumsily allegorical, The Omega Man has some fairly interesting moments, the most memorable being the view of a devastated, empty downtown Los Angeles.","50","67525"
"5172","It is a spotty, uneven drama in which the entire opening phase representing the basic-training program in a gladiatorial school is lively, exciting and expressive, no matter how true to history it is, and the middle phase is pretentious and tedious, because it is concerned with the dull strife of politics.","50","54331"
"5173","Shrek the Third isn't a movie, it's the extension of a brand.","50","413267"
"5174","A human-interest story that claims spite for human-interest stories, the film has some pretty divisive issues at its core that leave it torn between contrasting approaches.","50","2431286"
